customer_id,most_popular_category,relationship_days,total_spend,beverage_categories,segment
NESYECRQDH08Z990BGK260R5KR,seasonal,655,24.5,3,cheapo
A8XTMV80Z55KS458N29ZQSRHJ0,wine,291,405.5,9,explorer
AVXP1F4R2113FD4ADJSC8XMVP8,wine,941,213,8,loyal core
60J2PAPYQN1WDFA6G4ZBD0CN3C,seasonal/tasting/event,224,90,4,newbie
5KZ2MK652N1WX9JVMG71C1EPVW,lagers/pils/wheat,106,62,2,newbie
90VE2924M12CB3RKW03P0PP2QW,wine,369,55.5,5,cheapo
1CVAJ2P0P50JXFRFKAH6YFYCP4,seasonal,108,67.5,4,newbie
NYJ8GH84452M56FBTPQAHRBM6G,sour,253,436.5,13,explorer
5PgAnHblNbJBoFGD,wine,443,113,3,loyal core
RPKZWSG4V51YWY9P7YRWR66E0M,soda,823,20.5,4,cheapo
J1QX20PAFH5TK55H07W2G7GBTG,porter/stout,407,20,3,cheapo
ZZxwt7pFWoXaA34z,wine tastings,891,240,8,loyal core
DAHS6AJ21D0ZQDCEA05T1F82JW,wine,460,323,12,loyal core
VJXGGS1PX94XRQ4ASXSF4FY0F4,seasonal/event,303,30.5,3,newbie
SGQY2GDKS91XRV7CKZTR9PE1CG,wine,806,44.5,4,cheapo
WZD9R12MYS3EVEATJ59J43R37R,seasonal/event,367,61,3,cheapo
2MHG90G8915FWHVX7RNFKQ0R7W,seasonal/event,175,27.5,4,newbie
V34HTV1PF96NGJ007WHCESN1Y0,sour,609,147,7,loyal core
JTJPNA5HC136S8VA4HRAJ4CDR8,wine,538,100,6,cheapo
H4RN3MS9V95XF2HTXZKG6QTAWM,zlagers/pils/wheat,637,68,3,cheapo
0M2D4H2VA97N2PF3E5NFR7XKFC,sour,597,72,6,cheapo
FNDFX4KTTD6XKCR73N0H79J75M,wine,647,85.5,5,cheapo
4XN8YV154959TW5TY6VEAK2RGC,tasting/event,147,37,3,newbie
0T2F057RRX06MQJVBV6ABJXP3R,seasonal/tasting/event,208,45,5,newbie
9R6293P79N494H0BAGF4BJPRDR,ipa,139,115.5,1,explorer
RQV2C7AF2X2BKBJ9JZRZB8YBAC,wine,272,108.5,6,explorer
TGCKTJYP31546V5S131FEM2ZGC,wine,455,214.5,6,loyal core
VFQ6BNXAHS6HTKZZXTQMXNEJ2C,sour,104,54.5,3,newbie
X8T742MR3X2MN79RH6AS9Z7RTG,sour,530,380,7,loyal core
0YJEYHFTP975RVGQQPBAY6WQP8,maibock,130,14.5,3,newbie
9NZAPZ17ZN2PQDH77T4XFK6EN0,wine,635,210.5,8,loyal core
WZSFKYX59D4G90EM4ZM687DXGG,sour,217,90,4,newbie
C2BPPBVYFH5PV5VRPANGFEPG6W,sour,337,72.5,6,newbie
VE2P36Z6516W7CX7VFDBPZDN2W,wine,144,52,4,newbie
BV4JMGMA3900MZP26C61C5YKY4,softgoods,678,166.5,10,loyal core
AEWC6J1QPH25JG59QB3JPX0M24,sour,564,202.75,5,loyal core
KR_pFTAiAW6-0JmH,soda,279,29.5,4,newbie
X0T259790D37MQF5DBSQTEP8AM,sour,135,103.5,7,explorer
PCB2XA7XZN43PW53JP6BMDJH7C,sour,405,781.75,12,loyal core
8F799CPGDX1RYJDRFQG2NTR9ZG,seasonal/event,753,319.25,6,loyal core
8Q3HH793YH3PCG94VWDZTSQYD8,wine,213,118,4,explorer
81BS192GG57B4JH6FH2PSSPMHR,wine,524,502.25,12,loyal core
498PMW8J953Q8R8S008WPDAMCG,wine,365,106,6,loyal core
T1Z28FXF855WZDQZ1J4SAY41Q8,ipa,193,31.5,1,newbie
GX5AFS927958EYW6P85Y0X3HNW,seasonal,579,87.5,4,cheapo
5J1J5PMQAH4GYM27XMW4DMGZ2C,sour,975,102,6,loyal core
SN2JFKGCAS7QQ68XKYPFWGZQ28,wine,217,46,4,newbie
905V0GQDA912YJS76G84JF7CRR,ipa,199,28.5,2,newbie
576TE96XHX1X36DYMF19ND4Z50,wine,817,209,9,loyal core
K19QVZG9FH70YK2GN01B52YW54,lagers/pils/wheat,260,29.5,2,newbie
80MTA2QQKS5AK63M4G361JBX3C,sour,112,77,5,newbie
HQGX17KAFD0ECPD9ZC8E0YYK3G,soda,298,90.5,4,newbie
cFePGhe8kEimrFHV,soda,257,83,4,newbie
N1C7EDRWT51JV52GD68M8C97MG,soda,882,111,5,loyal core
Y4SQMRYW9N0Y114GAQ7SBQSDZ8,wine,639,35.5,3,cheapo
GRN0QVNVD54JBCP9JCRK1CNW8M,porter/stout,177,130,5,explorer
FHJGEPFF592BRVDQ1TRBSMB25R,wine,464,177,6,loyal core
CKRM3N332S0415JEPE709MQA10,lagers/pils/wheat,327,46,2,newbie
J07SE0WWY5714WQH3QK126QADM,tasting/event,120,34,3,newbie
YCC4TAJMKD6R9E9MME6SHRCQRW,sour,185,114.5,5,explorer
MGRJX82HGH74RGNAZTNPEDYK6C,wine,417,147,11,loyal core
1DAMR0MZY12CNBY2QFNA8RRW20,snacks,397,76.5,7,cheapo
QA8XE973GD7NAZQ7B1W6Y6FNE4,seasonal/event,459,103.5,5,loyal core
8ZQBZZXPSD146VSA1VRMFHCR90,porters/stouts,388,29,4,cheapo
J1TWGWX03H2Z6XPVFV4M8C70BC,sour,568,200.5,10,loyal core
5MHR08FP1X2T14JHYENW69H52G,wine,113,125.5,8,explorer
70H61FME0N7X7FR7Z3NKWMJPVR,sour,661,151,7,loyal core
D3W10E1E6542JQAEVX11AYR4S8,sour,785,107.5,3,loyal core
1SZGNTX1A545Q921K6WF4K6AK0,wine,105,28,2,newbie
Gf7Bzujwigo4yHb0,wheat beers!,101,105,7,explorer
PJQ4032ZHX7TH0D36Y2EPT9R64,soda,300,328,7,explorer
PC8GXR35YN1JF84APA8DBK25WM,sour,427,333.5,8,loyal core
K6DMH5PKF931KA68GRKPGT83KW,seasonal,177,50.5,5,newbie
ABTHQ0ETNN1P4G4N4R3QXNH9M0,lagers/pils/wheat,359,49,3,cheapo
CCDRXWFHK91XF5Z07XQKPM4VWW,seasonal,549,671.5,6,loyal core
21VBHSKAGD0DQ608RXX90E9TRC,seasonal/event,521,174,8,loyal core
7SSX6Y6N1538DDSWKQ7WXSG3X4,wine,790,234.25,10,loyal core
H0E3CHBFV12S8WGNV8WDA0Q6N8,wine,363,46,4,cheapo
1KGEZAKNTX5VEJX47ANJAX5XGM,lagers/pils/wheat,660,50,2,cheapo
J762HMENF900Z64WS5QFJR65Q8,snacks,475,252,5,loyal core
6TZZFSF7KN3SEW6XRVMNC5B9KC,wine,728,29.5,3,cheapo
D3RWN081JS3ZAHZNWNERS6XPN8,soda,148,63.5,4,newbie
FNT6QXDGSS155D1EWY53KKG268,zwine,341,104,6,explorer
B1J648D52H5ZV85Q4BE6V169G0,ipa,302,101.5,1,explorer
NJK77ESE7N6FF7K6AKXGWTW184,wine,497,230.5,4,loyal core
G3DAEPVMK94KPS8FKC5ERYD5FM,sour,292,43,4,newbie
DRNAEC25Q91RMG20X5DNFEPG88,wine tastings,113,60,7,newbie
9T40VDT4KH3GF6W727Z9MQ20EG,lagers/pils/wheat,251,61,3,newbie
GN8P7QY0GX0F2SNCC2B762VMVW,soda,812,249.5,10,loyal core
2AKK2Z5TKX4NRSCB6MD210FFEG,wine,618,561,14,loyal core
SG8ZD1PEFN5BHAGH5TZ5XR2PM0,seasonal,434,129.5,4,loyal core
NYRDA0ZMR16296PXBH44N18BYC,ipa,343,28.5,1,newbie
PYHX3T8SN10XHCQJJPRNANP5S4,lagers/pils/wheat,128,76,2,newbie
85X88Z9HNS15VA3R9SXHSHXJ68,lagers/pils/wheat,111,57,1,newbie
SM5MY3MAWN6HCXDGG7HEBX1Y58,porters/stouts,112,22.5,3,newbie
KZXXCVAS8S46KEAVRG8GX0PQAC,soda,378,45,4,cheapo
BZ9E4XBZ0S09Q94E4HTZ8EWZRM,lagers/pils/wheat,123,77.5,2,newbie
5KFBP5VMWN3RES8N8ZSJRD03G4,wine,408,199,5,loyal core
X4G1SWF4B92JCR8Y8GV7AZ1TQR,tasting/event,450,117,8,loyal core
YYTV555CQ12Z0QHSABA0A2H79R,wine tastings,929,186,10,loyal core
Q8CERCX5PS0PJXJV9TF93PRAJ4,sour,399,202.5,8,loyal core
7Z2WRD51J112V3Z3P8RDMS3W7C,sour,916,101,5,loyal core
8CRRNZYXNX505A3P3AFM9P268R,wine,245,53,3,newbie
DXCR4RN55S0T9A6V5BCXV7M09W,wine,749,100,8,cheapo
MMKCEA2GQ97GPGTF40JC34FTMW,porters/stouts,343,156,8,explorer
ZTKW3GKKHX6TZ2M9SK1K2G4JZM,wine,476,673,9,loyal core
ZN3FSNCPT16R6ZDX9E91W39B78,porters/stouts,231,28.5,4,newbie
3ZF032TCFN182M0NNN0796JY6R,porters/stouts,576,34.5,3,cheapo
GW3072DJ994D8TDB728VTEC3N8,wine,609,317,10,loyal core
FQTMEYRJSD34F34Z96TZFHH5GM,ipa,139,32,1,newbie
SBDBZRFPD9343160EGWTK8EFD4,soda,562,36,5,cheapo
23D1MYXVBS1J7CD1MY6VHN6YGG,sour,303,324,9,explorer
SQQ7S5R4Y52BMNTKWM82X957R0,ipa,154,51.5,1,newbie
6B5CT6D87N4NBDTY1JB4ZNH7AW,wine,731,73.5,5,cheapo
9SP4YXM5RH6PF06BN729CWFBH8,lagers/pils/wheat,113,36.5,2,newbie
5QWC0HG6X96PZ56BM2B4J6PKQ8,porter/stout,180,100.75,4,newbie
CCHQX43T3N52WH7H6C7KCH74A4,ipa,204,28,1,newbie
2RV67X06NX3K6YH5SMKA5VCW6W,seasonal/tasting/event,550,162,6,loyal core
3MQKRXSXP535EZDW92KZPWKYSC,seasonal/tasting/event,271,340.5,12,explorer
XH7XWAEQNX0KQ9VW7D8G0CFA4R,seasonal/tasting/event,168,58,6,newbie
R1F50C2YP13EBAQ19ER2N71CBG,sour,213,68.5,5,newbie
0HFZ3Y8E3X5HZ8SQ24JA113CQ0,snacks,172,63.5,5,newbie
GB1E3QQ7P10C72PRBF829RVTFC,wine,182,108.5,4,explorer
JRPEYN0GPD06WRJN1GFS83J5XM,lagers/pils/wheat,871,51,5,cheapo
9CHYZFA6J17A4Z7P4908WN1VWM,seasonal/event,128,40.5,3,newbie
0X5YPWW9H936CNR8SYV3X6642M,sour,100,49,4,newbie
Z2JP573DJ17YVDXWE8KJ86V0M0,wine,425,174.75,8,loyal core
ENR790YHGX2XMT9JZT30KG46S8,wine,967,360,7,loyal core
1T8BYGY76S7PRRZ52ZDH8FAM20,wine,282,59,6,newbie
KH54X2KVP55VMX0M29BPY5Z6X4,sour,486,90.5,7,cheapo
MD1RRKC0AN2F982CSR6HR5DY9G,sour,151,45.5,2,newbie
X1VHZBA4TH6XS7MS1Z9FHEY2K4,sour,232,40.25,3,newbie
WXH214KZG910Q170TWCXYG2CM0,seasonal,415,70,4,cheapo
VJ0ZH6NNF15WGGVNV0SFZ4CA94,ipa,549,10.5,2,cheapo
4D88EG8X7N2Y8XPB4MSADYNYK8,white wine,694,108,4,loyal core
601551YYR9246W0H6ACKWGWR90,porters/stouts,223,50.5,3,newbie
J910K2WEG12AAJ88T6ATSC90HG,seasonal/tasting/event,360,112,6,loyal core
G2ST1XS0K51N6N3JRH6PWJE848,ipa,317,79,2,newbie
M7386KTX9H1F8S8JTNQ25MT51G,porters/stouts,402,28.25,4,cheapo
1D0GD5ART90AWNJ01ED049SQ2C,seasonal/event,150,24.5,2,newbie
JZYGD92XPH2F0WT9KV3NAMSNH0,seasonal/event,130,97,3,newbie
0022KVPA1X350SGH6XX7M6JTB0,wine,702,68.5,6,cheapo
F4BNYRJ4694NTX1YAZD3C13GCW,lagers/pils/wheat,196,38.5,2,newbie
52RQYMGQW97VJP4CTB9HRDZ2B0,sour,596,128,7,loyal core
CPZEEY34ZD5R37R20P0VB6CJAM,sparkling wine,308,144.5,7,explorer
ZYRMGRH5T50QMV31KT3QYQWZ54,winter,950,146,10,loyal core
1GZVBBNT4559JNM310SWGGVV68,tastings,566,236.75,7,loyal core
9T64QFQWBD5AGRJZYRP36P1Y6W,seasonal/tasting/event,101,45,4,newbie
QBTK9S6MDH6ZPZ0APC0JCKJ6G4,tasting/event,334,62,5,newbie
MGF61SAYQ57274VGMV6V7GH08R,wine,217,59.5,3,newbie
BS8SPW8BWD73F2W7RVM6GYP44C,sour,617,247.25,8,loyal core
CRYD99BDG97F36Q5H1CQ8R7YDM,wine packages/tastings,929,449.5,14,loyal core
JZQ5VFF1NS0QS5VNGV0KS6GMGR,seasonal/event,662,14.5,3,cheapo
S7GYGA3VSX4XRPF0TB3SD49NZR,seasonal/event,145,85.5,4,newbie
WTX7P8P2QN6YWNH462NGFEM8MG,sour,154,111.25,8,explorer
Y6T7W5TRKS1Z9EYGMPAQ6T3DH4,wine,372,282.75,10,loyal core
SEKWRWTRXD36JVFBH728D882TM,snacks,247,26,3,newbie
W30RKTJV0D5K4YCJ8FSRHEYTB4,soda,602,167.75,9,loyal core
C5Z04RDZWX7QBEVFT65VNRP9Q8,wine,736,27.5,4,cheapo
4S2XS0PCRS3V4Y7TFKM879HN3R,sour,620,232,12,loyal core
2QQYAP3AX127F8XP3BW5JGXVZC,sour,164,22,4,newbie
HAGQCGACSH49MWH2XC3FPMSP7G,seasonal/tasting/event,225,27,4,newbie
DZ2W11NGJD4N0V6HWAXNYKMP44,lagers/pils/wheat,138,66.5,4,newbie
62FV0RPKZS3R4JPHTB9SK1K1MR,sour,109,37,2,newbie
K0VGG8NVQN2H0ZG67QDB81NPZ8,seasonal/event,402,165.5,6,loyal core
KEarsPbobOO8Y3r4,softgoods,227,692,6,explorer
W6NJBG9C7N4QJXMJ1J6GE8NDGC,wine,143,127,6,explorer
BJG49FJGZ15V3FRA9SPDN9FVDC,wine,529,705.25,10,loyal core
ZYC2EZ2GGX6SH2D0B1JPKVEWT8,seasonal/event,213,204.5,10,explorer
YBSAGTAFY948WRGDWSHKRFGVZ0,sour,733,142,2,loyal core
inmcFt6x84zqFE0-,"lagers, pils, wheat",553,99.5,2,cheapo
J7B1FYFJG93B0YHF4SCBCQ3XFM,sour,966,46,3,cheapo
VERTCRKQHD1C56ZZQMZMP3GM4W,sour,473,433.5,10,loyal core
HX3HMFPSF56K2K0J0ZJ1T65QGC,tasting/event,169,136.5,12,explorer
F2ZR7A8N6N6JCKD0B8Z47JTZ9R,sour,261,84.5,4,newbie
60F56D1B9N5WMPKMJGXQ0GZATR,sour,938,352.5,7,loyal core
KT2HWXTE8N7CZ5696HQQDPXZCC,wine packages/tastings,358,49.5,5,cheapo
BD9VN3F5WD6HTV8TRTY9SMGN20,seasonal/tasting/event,264,51.5,4,newbie
B125S50XV96Z8NP42VQKHDC86C,sour,607,241,11,loyal core
QXJFQYS7W14S4X4HJK4C7NMYKW,lagers/pils/wheat,399,80,3,cheapo
FR108EEJ0X3NJYTTT3W1PCSFQC,sour,836,197.5,11,loyal core
N8MGA58A1D75TG5Y79ZS9S7CGR,seasonal/event,153,33.5,3,newbie
HXQPF9132N6MWSB4P0R6KM18GW,sour,342,111,4,explorer
FJGQMMEE954HCXZ9JHYS3ZFAXM,porters/stouts,233,43,5,newbie
P6FNETJQWS0410GFP2DK1808HC,sour,415,119,6,loyal core
RG8XXP8SG13DCPE5QJS81TTH3M,sour,249,151,9,explorer
A8WMM994BD6PAJ2FTBDY2X122C,wheat beers!,143,61.5,6,newbie
JE1HQFR6894MWY0VP675VGHC4W,seasonal/tasting/event,115,55,4,newbie
TJM2JM9H251WV4RPZQ75TEWZ08,lagers/pils/wheat,175,40,2,newbie
4F1GD9H7KN1DJV8CH2WNFFJ3PG,tasting/event,532,59.5,5,cheapo
EXP9B0VSJX4RN7P4VHHYNKWJ3G,wine,975,511.5,13,loyal core
KZY4HVRS4D451BPHA6SQN7C1B8,lagers/pils/wheat,548,82,3,cheapo
NGCC0DPP196F4R45H1PQ6G93BR,wine,913,34,2,cheapo
VBKC5HDJD11WWYEMVB519BVXQW,wine tastings,113,118,5,explorer
SYTRVA9HTD2M6Z5YEXFPK49WM4,wine,603,74,7,cheapo
RH0TVVPCE95JWZF6RPYTE6R794,sour,790,111.5,7,loyal core
T0SRRB25RH10NDCSHK4BZEBNR8,wine,149,116.5,8,explorer
S5VHX9JWXS0HS80KYBMBAP2030,seasonal/tasting/event,244,95,3,newbie
TK6NVBEWWS5354G1XN86Y5BC64,ipa,446,53,2,cheapo
R7EPBK39FH43D79NQ4PYWAH5KG,wild,415,94.5,5,cheapo
64NVM299T171RQSJ9E3AS0JAYC,tasting/event,688,401,6,loyal core
CQKEED8JZ91Y34V6ND1EVFAYEG,ipa,253,34.5,2,newbie
25VET6N9R926RMP6TJ3VJ25Q3C,zambers/pales,842,166,9,loyal core
7A48F5458920SF26DSEHD1XK14,wine,227,23.5,2,newbie
ZEMYH89FQS7373EJ82G9DH3ZXG,wine,344,192.25,8,explorer
10SVBMP9M979YQPCB1D1FVG4X8,sour,305,67.5,7,newbie
AYPJRHDV8S0PK6CG1CSSHW2VWC,seasonal,132,79.5,4,newbie
", BpE-9uRd5Pl4PwIm",sour,164,39,4,newbie
M427Q801MX431D2CAXMX1M2TA0,sour,280,83,6,newbie
MX19Q2DRZS4RWGN75CTC1K9CP4,tasting/event,173,48,5,newbie
7Q7TZRREJS5S1CZZS304KE0G3C,snacks,264,62,2,newbie
GF29F4W6P163RHRCQQAP28HYTM,wine,506,182,8,loyal core
KP2YG6RM8X7175DRC7696T5NPG,sour,328,23,4,newbie
J9N26BAWBS2ZEWE33SBZV3R51W,wine,156,459.25,9,explorer
FW2P3CKF4511XCCTF1VRE1RTSR,porter/stout,151,43.5,2,newbie
1VF5MKBDSN4ZK86XHDC058KYAM,sour,750,42.5,3,cheapo
RKKTH1TDBX1Q32EZFRKQ2KXRC8,seasonal,111,46,3,newbie
20X3SZYFJ17BQ68QH7KPFBBYQR,seltzer,371,30,5,cheapo
NC2K5RG1695NAJJ1073DNV8RRW,lagers/pils/wheat,257,190.75,4,explorer
Y8AQ4ZARP95BN0N1G15T272BBR,wine,446,151,5,loyal core
Q0RE913HZ53ZYGESX5FYZN88KR,wine tastings,921,151,6,loyal core
TPPAFD93D96S4YBF0GSR3VZ4RM,zambers/pales,437,87.5,5,cheapo
CYBC2JGED53NMYHJX8ZCQVR2A4,zwine,715,136,4,loyal core
4Q0A3BE0C9027BQ2REWD8D6WE4,sour,484,100,2,cheapo
KRZVEFK56D2XPZDMSN5QBE5BZ8,tasting/event,527,62,9,cheapo
9KM3C6RVKN1SVCDT02NQVQ2K24,lagers/pils/wheat,156,46.75,3,newbie
QARGZ1FJDN7QGWE6FZVN59H2X0,seasonal/tasting/event,888,74,5,cheapo
MVJ3ZG6PNS6CRMFCS2B6NTG5RG,lagers/pils/wheat,504,60.25,2,cheapo
PYXNSGM99D13S3PJKKEWV77DZ8,seasonal,157,39,5,newbie
S5VJZD3VW91TYQ4HQ8CC4BAF78,seasonal/tasting/event,751,60.5,5,cheapo
7WKWPTX4C56FB7SK5S8EST75DM,ipa,560,38,2,cheapo
Yz2wznFYKGVUkG5E,seasonal/tasting/event,793,115.5,6,loyal core
RHKNTKNE3N5Y1C3XRN7GA02PY4,lagers/pils/wheat,795,150.5,3,loyal core
48R5S6R68D5F50RZ6HR9G20X08,wine,751,981.75,10,loyal core
PN9JS95W495GK772H0QR7SN0W4,wine,854,60,3,cheapo
YZW7MB24CD5JGJZD8R7NZ7TXW0,seasonal/tasting/event,253,304,5,explorer
P0TGZKW8A51AD70T5EJMH940CW,porter/stout,119,23.5,2,newbie
5Z4CTSNW4S01PG7J40KANE8DT8,sour,909,53.5,3,cheapo
VMAT3AMJZS0H7AN7TRB8B3XAJR,wine,214,151,7,explorer
X9MC59P3YX6MZCDZKTB2Q3PSNR,wine,569,211.5,6,loyal core
DBEKNS06754TAS5SSB8T9MKE6C,wine,732,506.5,15,loyal core
GBDK9NRYKN2Y7F7CQXZP08GDWG,wine,180,49.5,6,newbie
2B6KJHJXJH4QK1NEYY2C9F9398,lagers/pils/wheat,197,50,2,newbie
cCND3zjo9UHHbkOa,wine,946,136.5,9,loyal core
Y1SGKBX6492ZH455RW0PXFVMA0,wine,126,220,7,explorer
S6CTEQ1J1X6P3C3H4Z7MQ5DD0W,porter/stout,152,25,3,newbie
1RYSHPB7J914X4GRJEYFEKBXFM,lagers/pils/wheat,659,113.5,4,loyal core
CZANG2MK3N71K3E96AWADPDD4M,wine,287,156.5,6,explorer
0E1ATFNYYD1YVD3DRD8HMH22P8,seasonal,564,200,6,loyal core
8V5ZNA5KFS0BS9EWB2MV6YAPDW,sour,232,131,7,explorer
S4J08MNVGD66JRRF7Y1DE6QWZ8,sour,145,112,5,explorer
5MVZBC1TGD4T8XNS16AH9NDAPW,wine,576,122.5,5,loyal core
T1C54FX5C90R0S6D8VTVEHJ1B0,sour,866,75.5,8,cheapo
QG6HR3Y5B92ZD2NM46V4DQVDQ8,wine,198,58.5,5,newbie
TSKR4SK5PH4M4HDGZNJTGH35J4,ipa,102,23.5,2,newbie
WCN1Z38X5N7W1DSSPEY21C5S18,seasonal,185,49.5,3,newbie
226TPQ272N0KCVCVBWBMSPJRWG,porters/stouts,404,90,4,cheapo
DFR3R3HYQS1GPPYJD5ME4NH344,seasonal/tasting/event,366,32.5,4,cheapo
AW2FJCF1SX3BF0KDJYGB4630W8,sour,980,63.5,5,cheapo
BSGXPH2DR93ZTR12E6R7GNEWAW,wine,437,676.25,9,loyal core
A64BDANR993XASRF607J372CQM,wine,838,274.5,12,loyal core
VY0ZF1ANSH28S5VFSHR5XFEXER,sour,464,198,7,loyal core
PQTXD77YQ90Z2TBGF3YR5TJDP4,wine,815,135,7,loyal core
M3RCF1D1A13M8VNMSCVCRNAW6M,wine,134,112,6,explorer
AZRD94R54933K7KYRX5FHNKX9R,wine,125,147,5,explorer
YNY3XSVEBS3X8VGF4P3M5KKVY0,sour,138,50.25,6,newbie
DR4NNH78T9140QA1F4KFGWC99G,seasonal/event,273,83.5,9,newbie
XJM3VGTMF96SS71FG31C0ABBSC,porter/stout,398,262,2,loyal core
GB52N5A5Q94XQ09G1VX7PBG7V0,seasonal,107,542.5,4,explorer
ZWjCwgTnJMYyLiS6,wine,139,210.5,8,explorer
4FNGG4HG856M93302F24A7JVA8,seasonal,923,255.5,8,loyal core
T68QW4MQWD13TR44ZEVR817K0C,seasonal/tasting/event,661,108,6,loyal core
0P5QW1JZPX4W8GNFK5CR83ZBYM,seasonal/tasting/event,173,82.5,5,newbie
PXZE47RDY51MJYWWB9GG7K07J0,wine,441,119.5,11,loyal core
CYS2D5X5AH2BB9EJKW3NTMC2Q0,lagers/pils/wheat,101,111,2,explorer
EFMT2XH0754B7FPR4WGSGNB7HR,snacks,534,239,5,loyal core
GSZ0P3RTYD1X32642H4FZVF1EG,soda,207,84.5,5,newbie
EESX26DWFH7W1DW8NKWS9ZYGEG,ipa,462,104,1,loyal core
90ER4HEC7N7G95SCQHNXJ8VSQW,wine,167,54,3,newbie
YDCEXTW6TH400J56YZBM9D61NR,wine packages/tastings,806,571.25,17,loyal core
XRTSFS2MJ16SSBFBN40XNBJK4M,sour,334,81.5,4,newbie
QC2H8XYRPS5Z9CPX562XBG1CY8,sour,585,165.5,5,loyal core
B67QA2RD7515SA577XG2EEEYVC,wine,681,121.5,7,loyal core
5K32574S7N48YXNYNJGFT41QZ8,wine,708,672.5,15,loyal core
TXKTRR4PC966PXAA60VAJNV5F8,ipa,413,22,2,cheapo
V134YM44SX69QCXZEH7E8RB6G4,tastings,156,42.75,3,newbie
SBKXRZQH7H5NEN1E26HG2E2N14,seasonal/tasting/event,177,127,5,explorer
T2B9JT41B54EPSY0YMYNJFS38M,lagers/pils/wheat,150,32,3,newbie
NM4PQZ85MS5Q34ACDNH2V8AZ3W,wine packages/tastings,329,71,3,newbie
078RK5FVGN3DJXNBSB4YA53BR0,sour,103,44.75,4,newbie
G4C5EVRS515M2SZCSRD66WQA38,sour,138,69.5,6,newbie
MQ80G9MGXX6Z8M36071KNWHCXR,seasonal/event,114,90.5,3,newbie
RNMZ2DXRS54K2JGZSC6EEX8PBW,wine,393,156,11,loyal core
KSFEC7YPNS736KRDQ0ZYG98DGW,lagers/pils/wheat,433,98.5,4,cheapo
BWVRGJAGMS6H54MSPGJEH0Z6G4,snacks,134,65,4,newbie
2T4E69ZR615FSFFW88BVPGTANM,lagers/pils/wheat,118,51,2,newbie
WDRNMRHGV95SK7YH4N29HPSQB0,wine,231,190,10,explorer
M7XV8E0SQS07AYQ9FAD6VGTFC4,snacks,100,53.5,3,newbie
RDHG23HVJS6AXAQH8P0TMQ6MYC,lagers/pils/wheat,196,84.5,4,newbie
H84FPM83Q9022MNVCHJWG1JZ8M,soda,510,133,3,loyal core
BQZ8CSCWG511ET8GXD03C4E0NM,sour,485,72.5,9,cheapo
8HYKHH2QP51X1DKHJEHRXJM148,wine,390,75,6,cheapo
AY007EJ7T97TRPEW8HHMCJG7E0,sour,392,59.5,5,cheapo
T28D03AYVS6CYGTHN6Z9GQ7QD0,seasonal/tasting/event,266,41,2,newbie
S5WX2ASW214HBE9N1DTP67BKB0,wine tastings,620,676,17,loyal core
MV3YJK37PN2P6VEDHF4CFBP6DG,soda,287,52.5,6,newbie
SSGWAF6X4902QF66A262J17YJG,soda,889,55,4,cheapo
FQNBKVZF7D772YWPV79Z1V27YG,ipa,741,50,4,cheapo
4SY6X4XFBX6138H9CZQWD9E4YW,sour,572,49.5,6,cheapo
6JA74TPWVS4N91KX6AV1GD9GDG,porters/stouts,566,177.5,5,loyal core
0QWZWAJWVD360H2X6HVBMVMAFR,zlagers/pils/wheat,788,431,15,loyal core
E7W8VFKSQ95D8ZSD51SZTYZ0JG,seasonal/tasting/event,173,54,4,newbie
N1213ZMRM11DNADRPT7PWS03A4,wine,223,20.75,2,newbie
GCT8R0NT4H3DSC58Y4XS5MQWW0,snacks,205,73,6,newbie
AAST19GBCD6THCN9MT5WKJZWX8,lagers/pils/wheat,245,61.75,3,newbie
XCPXG884750MSEXBP381BT5BYW,sour,669,80,6,cheapo
0Q5W1RRZND3KD3DZH8747JY1H4,kombucha,401,139.5,3,loyal core
AFMGJN2TJ53KMXCQEDGKNADZMG,wheat beers!,537,85,7,cheapo
ZB51K46MXN3AQ3XKADGGN1Z4B8,kombucha,104,36,1,newbie
N6FS86GPPN5SS95Z6KJF0JECGC,snacks,485,177.5,7,loyal core
19BBQZC9TX51K9TEGX7JTYRSF8,lagers/pils/wheat,270,108,2,explorer
4JNV18T339300PXHGD4SV1BZM8,sour,646,70,5,cheapo
VX0Z37RR5D2NH9714K8JVSFREG,porter/stout,114,15,2,newbie
MS6C3H0WQN1B53D6T1YW2M3JXM,wine,124,232.5,4,explorer
29EBMV0QB564K73JRADHM5SGAR,wine,132,227,7,explorer
2N5HC3W4ZN00YH1J39W4MS2E7C,soda,285,104,5,explorer
GJNHC0T0XN7M33TFNQQA4JM814,ipa,147,27,2,newbie
0R5J5CBYXS01BF8H2Q170KZ1T0,sour,183,76,4,newbie
3ZTEH8NJA94JRVDDZB49F6Z7F0,porters/stouts,117,158,4,explorer
5SEJ87GSDN12CTN52QK6NN1MNC,seasonal/event,874,320,10,loyal core
JT1XT778K9508M9WVDDGR6TBFR,tasting/event,539,24.5,5,cheapo
KNP93ABJ4N4P8NDPD99G4YEQ98,sour,210,107,7,explorer
ZZ7AT8K0XS4EYTPHKAM7VC77K8,wine,432,67,3,cheapo
FQ259JZ0JD52TPVPHA2PPJ9XGR,seasonal/tasting/event,152,14,2,newbie
A8R1ZRE3850MCT23Q4WFPBBX7R,saison,342,67.5,6,newbie
HBSMMESQNX6XDFVHG8Q0S3QZG0,zlagers/pils/wheat,523,763.25,19,loyal core
